client_id,client_tenure_in_years,client_age,gender,number_of_accounts,balance,calls_per_year,logons_per_year,experiment_group,dummy,tenure_group,age_group,balance_group
6893972,20,42.5,U,3,737969.1900000001,2,10,Control,1,20-30 years,41-60 years,"600,001 - 800k"
9299735,21,56.0,F,2,89131.18,2,8,Control,1,20-30 years,41-60 years,0 - 200k
8535609,18,42.0,M,2,108399.06,2,8,Control,1,10-20 years,41-60 years,0 - 200k
6903554,9,66.0,F,2,74009.54999999999,6,12,Test,1,0-10 years,61-80 years,0 - 200k
3445770,12,31.5,F,2,40709.11,2,8,Test,1,10-20 years,21-40 years,0 - 200k
6417081,6,20.5,U,3,37953.39,10,16,Test,1,0-10 years,21-40 years,0 - 200k
3535575,8,29.5,F,2,34932.82,0,6,Test,1,0-10 years,21-40 years,0 - 200k
519971,7,53.0,U,2,118413.67,12,18,Control,1,0-10 years,41-60 years,0 - 200k
1736063,13,60.0,F,2,32036.94,4,10,Test,1,10-20 years,61-80 years,0 - 200k
1936836,34,70.5,M,3,597299.67,10,16,Control,1,30-40 years,61-80 years,"400,001 - 600k"
9158247,13,46.0,M,2,27798.49,4,10,Control,1,10-20 years,41-60 years,0 - 200k
1020604,14,35.5,F,2,154359.53999999998,2,8,Control,1,10-20 years,21-40 years,0 - 200k
7693057,7,31.5,U,2,49082.81,12,18,Test,1,0-10 years,21-40 years,0 - 200k
4289238,4,55.5,F,3,47716.85,2,10,Test,1,0-10 years,41-60 years,0 - 200k
4293151,2,62.0,U,2,202476.24,10,18,Test,1,0-10 years,61-80 years,"200,001 - 400k"
3081243,14,71.0,F,2,107127.13,4,10,Control,1,10-20 years,61-80 years,0 - 200k
2866431,5,30.0,U,2,42598.09,4,10,Test,1,0-10 years,21-40 years,0 - 200k
3709661,19,57.0,F,2,26385.409999999996,4,10,Test,1,10-20 years,41-60 years,0 - 200k
5606762,12,54.5,M,2,38216.84,6,12,Control,1,10-20 years,41-60 years,0 - 200k
2550100,10,60.5,M,3,153685.09,10,16,Control,1,10-20 years,61-80 years,0 - 200k
8352140,7,47.0,U,2,23840.589999999997,0,6,Test,1,0-10 years,41-60 years,0 - 200k
1422241,19,51.0,F,2,25170.22,12,18,Test,1,10-20 years,41-60 years,0 - 200k
2912399,8,21.5,M,2,54536.73,6,12,Test,1,0-10 years,21-40 years,0 - 200k
8329803,12,52.0,F,2,37786.39,2,8,Test,1,10-20 years,41-60 years,0 - 200k
8222868,13,62.0,F,2,40154.21,0,6,Test,1,10-20 years,61-80 years,0 - 200k
2100060,14,29.0,M,2,97872.92,12,18,Control,1,10-20 years,21-40 years,0 - 200k
9541276,6,60.5,U,2,39511.94,6,12,Test,1,0-10 years,61-80 years,0 - 200k
8226519,16,63.5,F,2,110814.25,12,18,Test,1,10-20 years,61-80 years,0 - 200k
2129008,11,41.5,F,2,106116.71,2,8,Control,1,10-20 years,41-60 years,0 - 200k
6405391,5,18.5,U,2,29035.83,4,10,Test,1,0-10 years,0-20 years,0 - 200k
9449406,8,41.0,U,2,23866.17,0,6,Control,1,0-10 years,41-60 years,0 - 200k
7326538,28,66.5,M,3,56586.38,12,18,Test,1,20-30 years,61-80 years,0 - 200k
7115797,9,34.0,M,2,107265.44,0,6,Control,1,0-10 years,21-40 years,0 - 200k
7802574,16,23.5,M,2,46046.63,0,6,Test,1,10-20 years,21-40 years,0 - 200k
893384,4,32.5,U,2,51053.869999999995,0,6,Control,1,0-10 years,21-40 years,0 - 200k
8538926,8,34.5,M,2,56574.869999999995,2,8,Test,1,0-10 years,21-40 years,0 - 200k
1583018,7,60.5,U,2,39332.56,12,18,Test,1,0-10 years,61-80 years,0 - 200k
9722282,7,55.5,U,4,307368.95999999996,6,12,Control,1,0-10 years,41-60 years,"200,001 - 400k"
1836362,7,57.0,U,2,46462.92999999999,0,6,Test,1,0-10 years,41-60 years,0 - 200k
9985251,7,38.5,U,2,43598.1,2,8,Control,1,0-10 years,21-40 years,0 - 200k
5016208,15,60.5,M,2,49695.32,2,10,Control,1,10-20 years,61-80 years,0 - 200k
6849705,6,23.0,U,2,32275.839999999997,2,8,Test,1,0-10 years,21-40 years,0 - 200k
3916056,24,23.5,M,2,54137.32,4,10,Test,1,20-30 years,21-40 years,0 - 200k
1245728,43,59.0,M,3,639193.4600000001,10,16,Test,1,30-40 years,41-60 years,"600,001 - 800k"
7706068,6,46.5,U,2,47483.45,4,10,Test,1,0-10 years,41-60 years,0 - 200k
4050608,13,56.5,M,2,65946.66,4,10,Test,1,10-20 years,41-60 years,0 - 200k
3210892,18,41.0,M,2,43907.94,12,18,Control,1,10-20 years,41-60 years,0 - 200k
1895292,28,58.5,F,2,94626.94,12,18,Control,1,20-30 years,41-60 years,0 - 200k
1354458,13,38.5,M,2,31604.87,0,6,Test,1,10-20 years,21-40 years,0 - 200k
908772,10,26.0,M,2,216962.98,6,12,Test,1,10-20 years,21-40 years,"200,001 - 400k"
1980712,8,27.0,F,2,80188.36,0,6,Test,1,0-10 years,21-40 years,0 - 200k
7588378,10,52.0,M,3,112112.74,12,18,Test,1,10-20 years,41-60 years,0 - 200k
9196593,7,33.5,U,2,47356.67,12,18,Control,1,0-10 years,21-40 years,0 - 200k
823084,3,69.0,F,2,40055.86,12,18,Control,1,0-10 years,61-80 years,0 - 200k
8361957,7,26.0,U,3,79457.6,2,8,Control,1,0-10 years,21-40 years,0 - 200k
1778114,12,66.0,F,2,44794.67999999999,2,8,Test,1,10-20 years,61-80 years,0 - 200k
3650057,4,68.0,U,2,63845.11,4,10,Test,1,0-10 years,61-80 years,0 - 200k
8959036,7,31.0,U,2,38702.38,4,10,Test,1,0-10 years,21-40 years,0 - 200k
5519930,4,18.5,U,2,35070.59,0,6,Test,1,0-10 years,0-20 years,0 - 200k
5462870,4,65.0,U,2,38513.0,12,18,Control,1,0-10 years,61-80 years,0 - 200k
6071499,9,35.0,F,3,39760.17,12,18,Test,1,0-10 years,21-40 years,0 - 200k
1654944,5,32.0,U,2,25264.05,4,10,Control,1,0-10 years,21-40 years,0 - 200k
5698289,15,37.5,M,2,154708.95,12,18,Control,1,10-20 years,21-40 years,0 - 200k
7174812,5,62.0,U,2,81752.29000000001,12,18,Control,1,0-10 years,61-80 years,0 - 200k
299523,6,34.5,U,2,49453.02,2,8,Control,1,0-10 years,21-40 years,0 - 200k
1116906,6,28.0,U,4,118144.64,12,18,Control,1,0-10 years,21-40 years,0 - 200k
6161224,5,45.5,M,2,81704.29999999999,2,8,Test,1,0-10 years,41-60 years,0 - 200k
9119443,7,61.0,U,2,176692.7,8,14,Test,1,0-10 years,61-80 years,0 - 200k
8875788,24,73.0,F,2,1315074.19,10,16,Control,1,20-30 years,61-80 years,"800,001+"
8299155,7,63.5,M,4,958367.01,4,10,Control,1,0-10 years,61-80 years,"800,001+"
4116392,9,51.0,F,2,59096.619999999995,2,10,Test,1,0-10 years,41-60 years,0 - 200k
6826049,9,22.0,F,2,38499.93,2,8,Test,1,0-10 years,21-40 years,0 - 200k
1590631,10,51.0,F,3,69383.98,8,14,Test,1,10-20 years,41-60 years,0 - 200k
2523816,7,23.0,F,3,47800.08,12,18,Test,1,0-10 years,21-40 years,0 - 200k
4604879,6,58.0,U,5,209407.31,12,18,Test,1,0-10 years,41-60 years,"200,001 - 400k"
3155479,9,33.5,M,2,157842.7,4,10,Test,1,0-10 years,21-40 years,0 - 200k
7506131,10,72.5,F,2,281616.58,10,16,Test,1,10-20 years,61-80 years,"200,001 - 400k"
3385898,6,34.0,U,2,100264.14,12,18,Test,1,0-10 years,21-40 years,0 - 200k
5157992,6,56.0,U,2,567084.8500000001,8,14,Test,1,0-10 years,41-60 years,"400,001 - 600k"
4242250,6,25.0,U,2,61623.56,2,8,Test,1,0-10 years,21-40 years,0 - 200k
7657427,11,70.5,F,2,354255.36,4,10,Test,1,10-20 years,61-80 years,"200,001 - 400k"
3802414,5,59.5,U,2,352999.88999999996,2,8,Control,1,0-10 years,41-60 years,"200,001 - 400k"
8526018,30,84.0,M,3,799362.5900000001,12,18,Test,1,30-40 years,80+ years,"600,001 - 800k"
3692684,12,22.0,F,2,31138.96,0,6,Control,1,10-20 years,21-40 years,0 - 200k
4839279,7,70.5,U,4,66746.64,8,14,Test,1,0-10 years,61-80 years,0 - 200k
6948674,9,25.5,F,2,34741.69,4,10,Control,1,0-10 years,21-40 years,0 - 200k
5556100,9,25.5,M,2,54096.59,10,16,Control,1,0-10 years,21-40 years,0 - 200k
3742276,6,58.5,U,2,33128.82,6,12,Test,1,0-10 years,41-60 years,0 - 200k
1749068,33,81.5,F,3,350816.57999999996,12,18,Control,1,30-40 years,80+ years,"200,001 - 400k"
9796007,8,28.0,U,2,46987.64,10,16,Control,1,0-10 years,21-40 years,0 - 200k
9014870,8,46.0,U,2,156932.21000000002,12,18,Control,1,0-10 years,41-60 years,0 - 200k
4836017,16,61.0,F,2,68470.23,12,18,Control,1,10-20 years,61-80 years,0 - 200k
6913303,7,34.0,U,2,65594.35,10,16,Control,1,0-10 years,21-40 years,0 - 200k
1000536,4,27.0,U,2,27710.98,2,8,Control,1,0-10 years,21-40 years,0 - 200k
1452713,17,69.5,M,3,576862.13,6,12,Test,1,10-20 years,61-80 years,"400,001 - 600k"
2012679,14,43.0,F,2,241081.15,12,18,Test,1,10-20 years,41-60 years,"200,001 - 400k"
2423443,23,53.5,M,2,39850.45,12,18,Control,1,20-30 years,41-60 years,0 - 200k
3117001,21,67.5,F,2,43713.99,12,18,Test,1,20-30 years,61-80 years,0 - 200k
4499048,21,65.5,F,2,61039.23,6,12,Test,1,20-30 years,61-80 years,0 - 200k
7460130,19,69.0,F,2,349835.43,6,12,Control,1,10-20 years,61-80 years,"200,001 - 400k"
9793340,16,42.5,M,2,30549.839999999997,0,6,Control,1,10-20 years,41-60 years,0 - 200k
3814240,8,26.0,U,2,43081.92999999999,2,8,Control,1,0-10 years,21-40 years,0 - 200k
3784014,10,61.0,M,2,90767.2,6,12,Control,1,10-20 years,61-80 years,0 - 200k
5921245,5,27.5,U,2,57454.17,4,10,Test,1,0-10 years,21-40 years,0 - 200k
3830991,6,64.0,U,2,517603.94,12,18,Test,1,0-10 years,61-80 years,"400,001 - 600k"
4815171,15,54.5,M,3,249727.90999999997,12,18,Test,1,10-20 years,41-60 years,"200,001 - 400k"
2795570,12,71.0,F,2,33622.28,0,6,Control,1,10-20 years,61-80 years,0 - 200k
9310498,4,22.5,U,2,31967.98,2,8,Control,1,0-10 years,21-40 years,0 - 200k
4746559,9,42.5,F,4,353932.95999999996,4,10,Control,1,0-10 years,41-60 years,"200,001 - 400k"
4711162,5,26.0,U,2,42506.009999999995,2,8,Test,1,0-10 years,21-40 years,0 - 200k
3690352,12,29.5,F,2,106831.38,0,6,Control,1,10-20 years,21-40 years,0 - 200k
58962,5,53.5,F,3,85123.89,6,12,Test,1,0-10 years,41-60 years,0 - 200k
1667682,10,23.5,F,3,54660.99,4,10,Test,1,10-20 years,21-40 years,0 - 200k
2927484,12,29.5,F,2,62189.31,4,10,Test,1,10-20 years,21-40 years,0 - 200k
2850674,15,22.5,M,3,40265.259999999995,12,18,Test,1,10-20 years,21-40 years,0 - 200k
761236,30,25.0,U,2,36362.63,8,14,Control,1,30-40 years,21-40 years,0 - 200k
9286288,21,62.5,M,3,16320040.15,12,18,Test,1,20-30 years,61-80 years,"800,001+"
2771384,8,69.0,U,3,952417.63,6,14,Control,1,0-10 years,61-80 years,"800,001+"
7875996,4,67.0,U,2,47385.82,4,10,Test,1,0-10 years,61-80 years,0 - 200k
1145797,12,43.0,M,3,51304.28999999999,8,14,Test,1,10-20 years,41-60 years,0 - 200k
4885208,5,57.5,U,2,211728.9,8,14,Test,1,0-10 years,41-60 years,"200,001 - 400k"
3028950,16,54.0,F,2,148529.47,12,18,Test,1,10-20 years,41-60 years,0 - 200k
5810071,9,41.5,F,2,47905.08,4,10,Test,1,0-10 years,41-60 years,0 - 200k
6248719,30,52.5,F,2,51474.83,4,10,Control,1,30-40 years,41-60 years,0 - 200k
4190539,16,52.5,M,2,83033.67,0,6,Control,1,10-20 years,41-60 years,0 - 200k
609294,13,55.0,F,2,26793.07,0,6,Control,1,10-20 years,41-60 years,0 - 200k
6149800,11,54.5,F,2,328776.73,4,10,Control,1,10-20 years,41-60 years,"200,001 - 400k"
8185919,10,61.0,M,2,31281.5,8,14,Test,1,10-20 years,61-80 years,0 - 200k
1418190,12,33.0,F,2,80880.20999999999,2,8,Control,1,10-20 years,21-40 years,0 - 200k
4763853,16,42.0,M,2,33870.869999999995,0,6,Test,1,10-20 years,41-60 years,0 - 200k
7728491,6,55.5,U,2,64294.09,4,10,Control,1,0-10 years,41-60 years,0 - 200k
3636597,8,58.5,U,2,61804.759999999995,4,10,Control,1,0-10 years,41-60 years,0 - 200k
6948811,14,24.0,U,2,30229.019999999997,0,6,Test,1,10-20 years,21-40 years,0 - 200k
1175216,28,57.5,F,2,115906.41,8,14,Test,1,20-30 years,41-60 years,0 - 200k
5286552,7,60.5,U,2,261755.84000000003,10,16,Test,1,0-10 years,61-80 years,"200,001 - 400k"
7770368,17,71.5,F,2,84586.7,8,14,Test,1,10-20 years,61-80 years,0 - 200k
7562380,10,34.0,M,2,379953.39,10,16,Test,1,10-20 years,21-40 years,"200,001 - 400k"
9370276,14,48.5,M,2,32910.34,12,18,Test,1,10-20 years,41-60 years,0 - 200k
3184555,5,71.0,U,2,88814.03,10,16,Control,1,0-10 years,61-80 years,0 - 200k
8526067,10,70.5,F,2,38088.58,4,12,Control,1,10-20 years,61-80 years,0 - 200k
5656016,22,58.5,M,3,56189.42,12,18,Test,1,20-30 years,41-60 years,0 - 200k
3008006,22,50.5,F,2,71342.36,6,12,Test,1,20-30 years,41-60 years,0 - 200k
4797951,22,68.0,F,3,345043.54,6,14,Control,1,20-30 years,61-80 years,"200,001 - 400k"
1178931,21,57.5,M,2,36839.23,0,6,Test,1,20-30 years,41-60 years,0 - 200k
5740925,20,47.0,M,2,338012.83999999997,2,8,Control,1,20-30 years,41-60 years,"200,001 - 400k"
9516881,18,40.0,F,2,178689.56,4,10,Control,1,10-20 years,41-60 years,0 - 200k
369222,17,42.0,M,3,839195.42,12,18,Test,1,10-20 years,41-60 years,"800,001+"
9302194,17,41.0,F,2,149029.22,0,6,Control,1,10-20 years,41-60 years,0 - 200k
3663796,8,60.0,U,2,92187.86,8,14,Control,1,0-10 years,61-80 years,0 - 200k
5019189,11,30.0,M,2,617217.2000000001,10,16,Test,1,10-20 years,21-40 years,"600,001 - 800k"
9779242,14,67.5,M,2,179023.05,4,12,Test,1,10-20 years,61-80 years,0 - 200k
1132831,5,46.0,U,2,78265.44,8,14,Control,1,0-10 years,41-60 years,0 - 200k
3703282,13,19.5,F,2,28932.359999999997,10,16,Control,1,10-20 years,0-20 years,0 - 200k
5589110,4,48.5,U,2,69534.44,0,6,Test,1,0-10 years,41-60 years,0 - 200k
6024101,7,67.5,U,3,214511.64,12,18,Control,1,0-10 years,61-80 years,"200,001 - 400k"
7744279,6,57.0,U,2,71834.67,6,12,Test,1,0-10 years,41-60 years,0 - 200k
6796821,7,65.5,M,2,142163.64,4,10,Control,1,0-10 years,61-80 years,0 - 200k
871652,4,42.5,U,2,538088.3200000001,12,18,Control,1,0-10 years,41-60 years,"400,001 - 600k"
9090315,11,39.0,F,2,87239.53,0,6,Test,1,10-20 years,21-40 years,0 - 200k
8807923,8,25.5,U,3,178631.41999999998,12,18,Control,1,0-10 years,21-40 years,0 - 200k
9331489,6,57.0,U,2,32205.69,6,12,Control,1,0-10 years,41-60 years,0 - 200k
7599262,14,64.0,F,2,88034.6,2,8,Test,1,10-20 years,61-80 years,0 - 200k
3700524,6,25.5,U,2,221403.07,8,14,Test,1,0-10 years,21-40 years,"200,001 - 400k"
3202884,16,65.5,M,2,39771.61,2,8,Test,1,10-20 years,61-80 years,0 - 200k
1815390,8,30.5,U,2,85992.88,6,12,Control,1,0-10 years,21-40 years,0 - 200k
6904330,6,52.5,F,2,36479.32,2,8,Test,1,0-10 years,41-60 years,0 - 200k
6238821,6,28.0,U,3,109766.06,12,18,Test,1,0-10 years,21-40 years,0 - 200k
7595101,13,37.5,F,3,43403.64,4,10,Control,1,10-20 years,21-40 years,0 - 200k
5183637,7,47.5,U,2,59094.79,6,12,Test,1,0-10 years,41-60 years,0 - 200k
4846045,9,40.5,F,2,69143.95,2,8,Control,1,0-10 years,41-60 years,0 - 200k
1159317,6,27.5,U,2,34308.45,8,16,Control,1,0-10 years,21-40 years,0 - 200k
5574593,15,32.5,F,3,153297.97,6,12,Test,1,10-20 years,21-40 years,0 - 200k
9569269,5,53.0,F,2,59896.45,12,18,Test,1,0-10 years,41-60 years,0 - 200k
5899779,5,23.5,U,2,30482.42,6,12,Test,1,0-10 years,21-40 years,0 - 200k
190598,5,36.0,U,3,100037.38,12,18,Test,1,0-10 years,21-40 years,0 - 200k
9972616,17,50.5,M,2,39062.61,4,10,Control,1,10-20 years,41-60 years,0 - 200k
4995081,14,58.0,F,2,26833.49,4,10,Test,1,10-20 years,41-60 years,0 - 200k
7207966,5,49.0,U,2,127031.75,12,18,Test,1,0-10 years,41-60 years,0 - 200k
4264744,9,32.0,M,2,45738.75,12,18,Test,1,0-10 years,21-40 years,0 - 200k
6158593,8,31.5,M,2,55187.53,2,8,Test,1,0-10 years,21-40 years,0 - 200k
2473294,6,32.0,U,2,156893.27000000002,6,12,Test,1,0-10 years,21-40 years,0 - 200k
4472872,4,53.0,U,2,47049.649999999994,2,8,Test,1,0-10 years,41-60 years,0 - 200k
3201380,5,65.0,M,2,82537.66,2,8,Control,1,0-10 years,61-80 years,0 - 200k
568867,10,55.5,M,4,829502.61,6,12,Test,1,10-20 years,41-60 years,"800,001+"
8546478,15,67.0,F,2,36345.95,2,8,Control,1,10-20 years,61-80 years,0 - 200k
3478671,7,44.5,U,3,177393.19,12,18,Test,1,0-10 years,41-60 years,0 - 200k
4236324,16,50.0,F,3,67859.78,12,18,Control,1,10-20 years,41-60 years,0 - 200k
3273765,7,25.0,U,4,54182.7,10,16,Control,1,0-10 years,21-40 years,0 - 200k
2753304,15,49.5,M,2,51660.73,12,18,Test,1,10-20 years,41-60 years,0 - 200k
5530388,6,73.0,U,3,144764.57,4,10,Control,1,0-10 years,61-80 years,0 - 200k
1515194,8,58.5,U,3,504587.94,10,16,Control,1,0-10 years,41-60 years,"400,001 - 600k"
9249796,8,33.0,M,2,79687.69,12,18,Control,1,0-10 years,21-40 years,0 - 200k
5050024,12,51.5,F,2,43631.99,0,6,Test,1,10-20 years,41-60 years,0 - 200k
7536655,23,54.5,F,2,48977.63,0,6,Control,1,20-30 years,41-60 years,0 - 200k
7976518,22,66.0,F,3,676550.11,12,18,Test,1,20-30 years,61-80 years,"600,001 - 800k"
2290934,22,67.5,M,3,268630.74,8,14,Test,1,20-30 years,61-80 years,"200,001 - 400k"
8585300,21,73.0,F,3,142038.01,2,8,Test,1,20-30 years,61-80 years,0 - 200k
9389415,20,54.5,F,3,100044.75,4,10,Control,1,20-30 years,41-60 years,0 - 200k
1122145,20,64.0,F,2,208969.29,2,8,Test,1,20-30 years,61-80 years,"200,001 - 400k"
3519352,22,69.5,U,2,63417.08,10,16,Control,1,20-30 years,61-80 years,0 - 200k
1530669,19,37.0,M,2,40487.67,6,12,Test,1,10-20 years,21-40 years,0 - 200k
9926629,17,74.0,F,2,55081.94,2,8,Test,1,10-20 years,61-80 years,0 - 200k
5212205,4,26.5,U,2,45861.34,0,6,Test,1,0-10 years,21-40 years,0 - 200k
5240399,16,50.5,M,4,53890.67,0,6,Test,1,10-20 years,41-60 years,0 - 200k
6003973,13,27.5,M,2,53211.13,0,6,Test,1,10-20 years,21-40 years,0 - 200k
6784540,7,61.5,U,2,63281.92,2,8,Control,1,0-10 years,61-80 years,0 - 200k
8468092,12,39.0,F,2,103213.98,0,6,Control,1,10-20 years,21-40 years,0 - 200k
5871989,8,50.5,U,2,49079.67,12,18,Test,1,0-10 years,41-60 years,0 - 200k
2551175,6,36.0,U,2,60908.38,4,10,Control,1,0-10 years,21-40 years,0 - 200k
9339477,10,74.0,F,2,122896.18,12,18,Control,1,10-20 years,61-80 years,0 - 200k
871185,15,59.5,M,2,160810.09999999998,6,12,Control,1,10-20 years,41-60 years,0 - 200k
9847934,4,31.0,U,2,37224.24,4,10,Control,1,0-10 years,21-40 years,0 - 200k
1874162,14,71.0,M,2,63915.39,0,6,Control,1,10-20 years,61-80 years,0 - 200k
1860858,5,79.5,U,2,101570.52,2,8,Control,1,0-10 years,61-80 years,0 - 200k
9047770,6,20.0,U,2,25314.859999999997,0,6,Test,1,0-10 years,21-40 years,0 - 200k
4102060,15,47.5,F,2,100383.74,0,6,Test,1,10-20 years,41-60 years,0 - 200k
2152887,7,55.5,U,3,77375.6,8,14,Control,1,0-10 years,41-60 years,0 - 200k
1411520,6,66.5,U,2,71354.1,4,10,Test,1,0-10 years,61-80 years,0 - 200k
2529445,8,54.0,F,2,47653.759999999995,2,10,Control,1,0-10 years,41-60 years,0 - 200k
1906178,10,65.0,M,2,111877.81,4,12,Test,1,10-20 years,61-80 years,0 - 200k
2339876,29,82.5,F,3,243989.31,12,18,Test,1,20-30 years,80+ years,"200,001 - 400k"
3428017,5,20.0,U,3,31499.98,2,8,Test,1,0-10 years,21-40 years,0 - 200k
8950763,5,59.5,U,3,53528.78999999999,0,6,Test,1,0-10 years,41-60 years,0 - 200k
5350856,16,52.5,F,2,220070.18,6,12,Control,1,10-20 years,41-60 years,"200,001 - 400k"
8707936,15,59.0,F,2,80183.95999999999,8,14,Control,1,10-20 years,41-60 years,0 - 200k
2310297,28,46.0,M,2,44218.25,12,18,Test,1,20-30 years,41-60 years,0 - 200k
5613996,9,63.0,F,2,49305.47,4,10,Test,1,0-10 years,61-80 years,0 - 200k
9128098,6,31.5,U,2,39611.52,6,12,Control,1,0-10 years,21-40 years,0 - 200k
1402600,27,44.5,F,2,41931.21,0,6,Control,1,20-30 years,41-60 years,0 - 200k
8248792,4,66.0,U,2,39563.119999999995,2,8,Test,1,0-10 years,61-80 years,0 - 200k
6337229,9,47.5,U,2,46854.03999999999,8,14,Test,1,0-10 years,41-60 years,0 - 200k
3295388,6,51.0,U,3,112437.46,8,14,Control,1,0-10 years,41-60 years,0 - 200k
2131961,11,25.0,M,2,115487.08,12,18,Test,1,10-20 years,21-40 years,0 - 200k
2722104,14,43.0,M,2,68825.04999999999,12,18,Control,1,10-20 years,41-60 years,0 - 200k
5973135,7,65.5,U,2,69527.12,6,12,Control,1,0-10 years,61-80 years,0 - 200k
8749393,14,26.0,F,2,52172.45,0,6,Control,1,10-20 years,21-40 years,0 - 200k
4902300,19,60.0,M,2,25535.32,2,8,Control,1,10-20 years,61-80 years,0 - 200k
6816135,8,26.5,U,2,30756.65,2,8,Test,1,0-10 years,21-40 years,0 - 200k
2488896,5,46.5,U,2,39681.03,6,12,Test,1,0-10 years,41-60 years,0 - 200k
2524954,11,60.5,M,2,231654.76,6,12,Control,1,10-20 years,61-80 years,"200,001 - 400k"
78917,24,68.0,M,2,341682.07999999996,6,14,Control,1,20-30 years,61-80 years,"200,001 - 400k"
8102309,27,48.5,F,2,52538.17,10,16,Control,1,20-30 years,41-60 years,0 - 200k
9988883,20,60.5,F,2,164330.38,0,8,Test,1,20-30 years,61-80 years,0 - 200k
2576610,17,66.0,F,3,118190.53,6,12,Control,1,10-20 years,61-80 years,0 - 200k
8935816,5,42.0,U,2,50291.619999999995,2,8,Test,1,0-10 years,41-60 years,0 - 200k
9426724,16,47.5,M,2,153390.22999999998,0,6,Test,1,10-20 years,41-60 years,0 - 200k
8689214,6,22.0,U,2,40097.55,6,12,Test,1,0-10 years,21-40 years,0 - 200k
2204958,5,25.0,U,3,33866.89,12,18,Control,1,0-10 years,21-40 years,0 - 200k
3412634,8,32.5,U,2,29123.92,12,18,Control,1,0-10 years,21-40 years,0 - 200k
9650414,4,65.5,U,2,30349.289999999997,4,10,Test,1,0-10 years,61-80 years,0 - 200k
4215470,16,36.5,M,2,142020.4,0,6,Test,1,10-20 years,21-40 years,0 - 200k
4249361,33,58.5,M,2,615334.17,12,18,Test,1,30-40 years,41-60 years,"600,001 - 800k"
2291168,7,27.5,U,3,104507.52,8,14,Test,1,0-10 years,21-40 years,0 - 200k
1037038,8,32.5,M,2,53515.17,4,10,Control,1,0-10 years,21-40 years,0 - 200k
410527,4,41.5,U,2,29388.51,0,6,Control,1,0-10 years,41-60 years,0 - 200k
6364554,7,19.5,U,3,42607.649999999994,6,14,Control,1,0-10 years,0-20 years,0 - 200k
1553954,15,32.0,M,2,172175.96999999997,8,14,Control,1,10-20 years,21-40 years,0 - 200k
7501883,6,41.5,U,2,74515.87,0,6,Test,1,0-10 years,41-60 years,0 - 200k
7365634,15,46.0,F,2,44418.77,4,10,Control,1,10-20 years,41-60 years,0 - 200k
4514267,6,37.5,F,2,34897.95,0,6,Test,1,0-10 years,21-40 years,0 - 200k
4210824,8,26.5,U,2,41521.96,0,6,Test,1,0-10 years,21-40 years,0 - 200k
6651273,5,35.5,M,2,28499.1,10,16,Control,1,0-10 years,21-40 years,0 - 200k
1688786,4,21.5,U,2,52576.119999999995,12,18,Test,1,0-10 years,21-40 years,0 - 200k
3461116,8,32.0,F,2,120169.72,4,10,Control,1,0-10 years,21-40 years,0 - 200k
5192635,10,58.5,M,2,47733.78,4,10,Control,1,10-20 years,41-60 years,0 - 200k
6290419,6,44.5,U,4,60775.43,2,8,Test,1,0-10 years,41-60 years,0 - 200k
1830990,14,66.0,M,2,33159.99,2,8,Control,1,10-20 years,61-80 years,0 - 200k
7373147,6,31.0,U,2,33419.1,10,16,Control,1,0-10 years,21-40 years,0 - 200k
2734031,22,34.5,M,2,125228.71,12,18,Test,1,20-30 years,21-40 years,0 - 200k
980423,16,52.0,M,2,162369.12,2,8,Test,1,10-20 years,41-60 years,0 - 200k
3393250,11,42.5,F,2,180967.68,10,16,Test,1,10-20 years,41-60 years,0 - 200k
6708756,12,45.5,F,2,140272.18,2,8,Test,1,10-20 years,41-60 years,0 - 200k
2232360,9,29.0,M,4,632973.1000000001,12,18,Control,1,0-10 years,21-40 years,"600,001 - 800k"
1921173,13,44.5,U,2,75840.06,2,8,Test,1,10-20 years,41-60 years,0 - 200k
5584706,10,61.5,F,2,153303.94,6,12,Test,1,10-20 years,61-80 years,0 - 200k
2523295,10,31.5,F,2,35030.71,12,18,Control,1,10-20 years,21-40 years,0 - 200k
8301761,7,32.5,U,2,54576.619999999995,10,16,Control,1,0-10 years,21-40 years,0 - 200k
3247829,9,49.5,M,2,95904.09,2,8,Test,1,0-10 years,41-60 years,0 - 200k
9461515,9,59.5,F,2,187389.59000000003,10,16,Control,1,0-10 years,41-60 years,0 - 200k
2365348,8,27.5,F,2,24152.679999999997,8,14,Control,1,0-10 years,21-40 years,0 - 200k
5006616,9,73.5,M,2,32206.909999999996,4,10,Control,1,0-10 years,61-80 years,0 - 200k
6626388,4,23.0,U,2,33152.58,12,18,Control,1,0-10 years,21-40 years,0 - 200k
2821818,7,28.0,F,2,62276.16,6,12,Test,1,0-10 years,21-40 years,0 - 200k
2563475,4,64.5,U,2,104296.43,0,6,Test,1,0-10 years,61-80 years,0 - 200k
2476260,10,43.0,F,2,236651.82,12,18,Control,1,10-20 years,41-60 years,"200,001 - 400k"
9251362,4,28.5,U,2,41913.91,0,6,Test,1,0-10 years,21-40 years,0 - 200k
892783,6,45.0,U,3,43705.7,8,14,Control,1,0-10 years,41-60 years,0 - 200k
2278314,11,30.5,M,4,219520.95,4,10,Test,1,10-20 years,21-40 years,"200,001 - 400k"
1136898,4,35.5,U,3,56047.16,10,16,Control,1,0-10 years,21-40 years,0 - 200k
